Season,Matchday,Player,Wins,Losses,Ties,Pts,MPD,TMP,TCA,PCA,UfPE,OE,CAS,QPct,TPA,CAA,PCAA,UfPA,DE,NUfP,QPO,QPO+,QPD,QPD+,OPD,QvH,FW,FL,3PT,MCW,Rundle,Rundle Rank,League,Branch
62,25,CelminsL,19,5,1,35,51,128,95,1.3474,19,0.2836,1.87616630392937,0.7540,77,59,1.3051,30,0.6386,-11,1.0376,--,1.3926,--,0.9222,0,0,4,11,5,R Central Div 1,5,Central,JastrzebskiS
62,25,ChaffeeR,11,11,3,25,-1,146,108,1.3519,25,0.3049,1.12142766151009,0.7200,147,109,1.3486,23,0.7089,2,1.0249,--,1.4289,--,1.0138,98,0,0,12,15,A Central,11,Central,VeredJ
62,25,ChaffinJ,13,8,4,30,7,70,54,1.2963,38,0.3878,1.12,0.3600,63,49,1.2857,32,0.6235,6,0.7478,--,0.9835,--,1.0113,99,0,0,7,17,D Corridor Div 2,5,Corridor,JohnsonW
62,25,ChagantiS,7,11,7,18,-13,53,40,1.3250,29,0.4028,1.32664991614216,0.3030,66,50,1.3200,36,0.6000,-7,0.7058,--,0.903,--,1.0028,93,1,3,6,23,E Central Div 2,22,Central,LevyB
62,25,ChanG,16,8,1,33,27,99,70,1.4143,43,0.4388,1.26491106406735,0.4667,72,51,1.4118,29,0.5672,14,0.9055,--,1.0339,--,1.006,0,4,0,8,12,R Midland Div 1,4,Midland,BallisterE
62,25,ChangC,9,12,4,20,-9,65,55,1.1818,27,0.3034,1.3856406460551,0.3986,74,59,1.2542,32,0.6559,-5,0.702,--,1.0545,--,0.9593,108,0,2,3,17,D Midland Div 2,17,Midland,GarveyJ
62,25,ChangnonG,8,14,3,17,-24,63,49,1.2857,30,0.3704,1.34104436913922,0.3551,87,65,1.3385,36,0.6129,-6,0.7255,--,0.968,--,0.9833,77,2,2,5,16,D Seaboard Div 2,22,Seaboard,TanJ
62,25,ChangS,8,12,5,21,-17,82,77,1.0649,19,0.1810,1.01666120217111,0.5133,99,72,1.3750,43,0.5865,-24,0.6943,--,1.0998,--,0.7675,112,0,0,4,7,D Coastal Div 1,19,Coastal,PahkJ
62,25,ChasinN,15,8,2,32,40,129,92,1.4022,39,0.4063,1.15654658358408,0.6133,89,72,1.2361,28,0.7021,11,1.0196,--,1.3154,--,1.1084,133,1,0,16,15,D Frontier Div 1,4,Frontier,BurgerM
62,25,ChatterjiA,18,6,1,33,42,112,83,1.3494,27,0.3418,1.76,0.6587,70,47,1.4894,40,0.5062,-13,1.0005,--,1.1649,--,0.848,107,2,4,8,8,E Seaboard Div 1,1,Seaboard,LangeR
62,25,ChaukarK,8,13,4,19,-17,117,89,1.3146,26,0.3059,1.49879951961562,0.6181,134,94,1.4255,30,0.5946,-4,0.924,--,1.2127,--,0.9005,103,1,1,7,14,B Seaboard,20,Seaboard,LangeR
62,25,ChenC,3,20,2,3,-57,17,15,1.1333,15,0.3659,0.632455532033676,0.1250,74,53,1.3962,37,0.5647,-22,0.4909,--,0.6897,--,0.9306,85,0,5,1,18,E Coastal Div 1,30,Coastal,OkrentD
62,25,ChenevertM,16,9,0,32,8,66,50,1.3200,35,0.3977,1.2328828005938,0.3333,58,47,1.2340,28,0.6543,7,0.731,--,0.9876,--,1.052,96,3,0,7,17,E Pacific Div 1,5,Pacific,GruenspechtJ
62,25,ChenK,13,9,3,28,7,70,55,1.2727,34,0.3656,1.2,0.3819,63,49,1.2857,35,0.6154,-1,0.7475,--,0.9973,--,0.981,96,2,1,6,26,D Corridor Div 1,9,Corridor,ZuckermanD
62,25,ChenLL,13,8,4,30,19,107,79,1.3544,42,0.3925,1.00717426496113,0.5267,88,65,1.3538,31,0.6173,11,0.9192,--,1.144,--,1.0098,0,1,0,12,13,R Midland Div 2,8,Midland,IracaneR
62,25,ChenM,14,8,3,31,16,87,63,1.3810,41,0.4227,1.17029910706622,0.4200,71,54,1.3148,35,0.6111,6,0.8427,--,1.0311,--,1.0338,97,1,0,7,16,D Corridor Div 2,3,Corridor,AlkalayG
62,25,CherezovK,14,7,4,32,23,94,71,1.3239,42,0.3853,0.88,0.4733,71,62,1.1452,22,0.7500,20,0.8586,--,1.2233,--,1.1353,98,1,0,9,16,D Corridor Div 1,3,Corridor,ZuckermanD
62,25,Chessin,10,12,3,23,-6,75,67,1.1194,26,0.2524,1.12142766151009,0.4467,81,68,1.1912,24,0.7333,2,0.6991,--,1.18,--,0.9857,108,1,0,4,14,D Skyline Div 1,12,Skyline,LoveB
62,25,ChessinM,9,11,5,23,-1,47,41,1.1463,24,0.3117,1.19599331101808,0.2733,48,39,1.2308,28,0.6364,-4,0.585,--,0.9097,--,0.9481,92,0,0,3,26,E Seaboard Div 2,13,Seaboard,WalkerB
62,25,ChessinR,10,10,5,24,3,95,72,1.3194,36,0.3673,1.2432216214336,0.5000,92,67,1.3731,40,0.5876,-4,0.8673,--,1.0876,--,0.9549,96,0,1,10,15,D Central Div 1,12,Central,ChessinR
62,25,CheyneR,6,16,3,14,-38,50,40,1.2500,31,0.3780,0.938083151964686,0.2778,88,63,1.3968,36,0.5765,-5,0.6558,--,0.8543,--,0.9545,100,1,1,6,29,D Seaboard Div 1,25,Seaboard,KenneyJ
62,25,ChiacchiaroE,13,7,5,31,9,92,68,1.3529,37,0.3936,1.342236938845,0.4533,83,66,1.2576,36,0.6538,1,0.8469,--,1.1071,--,1.0474,111,0,0,10,23,D Frontier Div 2,4,Frontier,KrizelJ
62,25,ChibeR,6,13,6,18,-26,84,64,1.3125,34,0.3696,1.3879481258318,0.4267,110,83,1.3253,35,0.6465,-1,0.7963,--,1.0732,--,1.0161,99,0,0,7,9,B Corridor,22,Corridor,JohnsonW
62,25,ChiltonC,14,7,4,32,27,164,119,1.3782,20,0.2899,0.906862723900371,0.7933,137,102,1.3431,26,0.6905,-6,1.0832,--,1.4838,--,0.9804,104,0,0,18,7,A Midland,7,Midland,DeTuraM
62,25,ChiltonC2,17,6,2,36,53,131,92,1.4239,38,0.4222,1.34818396370822,0.6133,78,62,1.2581,33,0.6563,5,1.0355,--,1.2696,--,1.0785,0,0,0,16,20,R Metro Div 1,5,Metro,ArizpeAC
62,25,ChinG,14,7,4,32,36,185,126,1.4683,25,0.4310,0.87086164228309,0.8400,149,114,1.3070,11,0.8333,14,1.271,--,1.6733,--,1.2643,103,0,0,20,5,A Midland,6,Midland,MorganEM
62,25,ChoL,3,17,5,10,-48,27,28,0.9643,15,0.2500,1.03227903204512,0.1944,75,52,1.4423,45,0.5313,-30,0.4444,--,0.7257,--,0.7813,100,1,1,1,22,E Metro Div 1,31,Metro,HightowerT
62,25,ChongD,14,8,3,30,22,114,84,1.3571,35,0.3723,1.3230268326833,0.5833,92,72,1.2778,32,0.6667,3,0.9556,--,1.25,--,1.039,105,1,1,9,16,C Metro,5,Metro,ChongD
62,25,ChongJ,12,9,4,28,9,108,74,1.4595,45,0.4688,1.37054733592095,0.4933,99,74,1.3378,36,0.6250,9,0.9621,--,1.1183,--,1.0938,101,1,0,12,21,D Frontier Div 1,9,Frontier,BraggR
62,25,ChristensenJ,13,9,3,27,30,100,78,1.2821,29,0.3152,1.50519101777814,0.5652,70,48,1.4583,41,0.5233,-12,0.8804,--,1.0885,--,0.8385,113,1,2,8,19,E Central Div 1,10,Central,ThompsonN
62,25,ChristM,11,12,2,24,4,152,109,1.3945,28,0.3544,1.05375518978556,0.7267,148,104,1.4231,34,0.5952,-6,1.0811,--,1.3219,--,0.9496,95,1,0,15,11,A Seaboard,15,Seaboard,ChristE
62,25,ChristmanSM,14,7,4,32,27,109,81,1.3457,40,0.3810,1.03072789813801,0.5400,82,67,1.2239,29,0.6947,11,0.921,--,1.2347,--,1.0757,0,1,0,10,17,R Skyline,7,Skyline,SternT
62,25,ChristmasK,6,15,4,16,-28,54,40,1.3500,35,0.4268,1.05830052442584,0.2667,82,57,1.4386,41,0.5393,-6,0.6935,--,0.806,--,0.9661,0,2,0,5,15,R Midland Div 2,20,Midland,IracaneR
62,25,ChristyN,16,4,5,37,49,146,98,1.4898,46,0.4894,1.01666120217111,0.6533,97,77,1.2597,28,0.6989,18,1.1427,--,1.3522,--,1.1883,0,1,0,16,12,R Pacific Div 2,3,Pacific,PenroseB
62,25,ChronisterL,9,15,1,19,-22,108,83,1.3012,37,0.3458,0.968297474952816,0.5533,130,103,1.2621,14,0.8182,23,0.8991,--,1.3715,--,1.164,105,1,0,8,12,A Corridor,22,Corridor,RafalA
62,25,ChuJ,17,6,2,36,45,120,85,1.4118,42,0.4242,1.2,0.5667,75,65,1.1538,25,0.7368,17,0.9909,--,1.3035,--,1.161,0,1,0,7,14,R Coastal,4,Coastal,MatthewsP
62,25,ChunL,8,9,8,24,5,172,126,1.3651,12,0.2069,0.773563184232549,0.8400,167,121,1.3802,21,0.7042,-9,1.0469,--,1.5442,--,0.9111,105,0,0,15,7,A Frontier,14,Frontier,RyderM
62,25,ChupackJC,8,13,4,20,-23,62,49,1.2653,34,0.3736,1.0762899237659,0.3267,85,64,1.3281,34,0.6222,0,0.7003,--,0.9489,--,0.9958,0,1,0,6,28,R Central Div 1,13,Central,SorensonG
62,25,ChupackS,4,17,4,12,-38,57,44,1.2955,31,0.3875,1.30476051442401,0.2933,95,77,1.2338,30,0.7030,1,0.6808,--,0.9963,--,1.0905,85,0,0,6,26,D Central Div 2,22,Central,SorensonG
62,25,ChuS,8,16,1,17,-32,127,96,1.3229,29,0.3152,1.18928549978548,0.6400,159,114,1.3947,20,0.6875,9,0.9552,--,1.3275,--,1.0027,99,0,0,11,15,A Coastal,23,Coastal,PliskaG
62,25,ChyiG,14,8,3,31,17,178,124,1.4355,20,0.3571,1.0762899237659,0.8267,161,112,1.4375,28,0.6000,-8,1.1838,--,1.4267,--,0.9571,101,0,0,16,1,A Skyline,7,Skyline,McCarthyE
62,25,CiskowskiD,14,7,4,31,11,102,76,1.3421,37,0.3776,1.24835892274618,0.5278,91,74,1.2297,28,0.7083,9,0.9054,--,1.2361,--,1.0859,93,0,1,9,21,D Central Div 1,5,Central,Eric
62,25,CladisC,6,13,6,15,-14,47,38,1.2368,24,0.3529,1.36,0.2879,61,44,1.3864,28,0.5758,-4,0.6408,--,0.8637,--,0.9287,117,0,3,4,24,E Seaboard Div 2,20,Seaboard,RosenbergAM
62,25,ClagettS,10,11,4,24,-8,83,65,1.2769,35,0.3535,1.2328828005938,0.4333,91,63,1.4444,36,0.5443,-1,0.7868,--,0.9776,--,0.8978,0,0,0,6,15,R Seaboard Div 2,11,Seaboard,TerpstraR
62,25,ClarkE,12,11,2,23,-7,50,34,1.4706,31,0.4844,1.26111062163476,0.2576,57,41,1.3902,33,0.5600,-2,0.742,--,0.8176,--,1.0444,96,2,3,5,14,E Metro Div 2,19,Metro,WechtB
62,25,ClarkeD,14,8,3,31,19,83,63,1.3175,40,0.3883,1.02449987798926,0.4200,64,53,1.2075,29,0.6742,11,0.8083,--,1.0942,--,1.0625,98,0,0,8,13,D Midland Div 2,2,Midland,GarveyJ
62,25,ClarksonB D,15,6,4,32,47,86,58,1.4828,44,0.4889,1.31818056426273,0.4203,39,34,1.1471,24,0.6667,20,0.9092,--,1.087,--,1.1556,112,0,2,9,18,E Corridor Div 2,5,Corridor,RalstonJ
62,25,ClarksonD2,8,13,4,16,-15,85,63,1.3492,26,0.3662,1.87872297053078,0.5000,100,75,1.3333,38,0.6238,-12,0.8662,--,1.1238,--,0.99,102,1,4,8,19,B Corridor,23,Corridor,RalstonJ
62,25,ClausenB,11,9,5,24,3,41,31,1.3226,27,0.4154,1.03072789813801,0.2348,38,30,1.2667,26,0.6061,1,0.6502,--,0.8409,--,1.0215,102,4,3,4,23,E Corridor Div 1,17,Corridor,AlkalayG
62,25,ClaysonH,15,6,4,33,24,125,86,1.4535,42,0.4565,1.3879481258318,0.5972,101,78,1.2949,32,0.6667,10,1.0537,--,1.2639,--,1.1232,112,1,1,10,11,B Midland,2,Midland,ClaysonH
62,25,ClearyL,12,12,1,24,4,50,40,1.2500,31,0.3780,0.979795897113271,0.2778,46,41,1.1220,24,0.6962,7,0.6558,--,0.974,--,1.0742,85,1,1,6,24,E Metro Div 2,14,Metro,SchwartzJL
62,25,ClearyPJ,13,8,4,30,18,109,81,1.3457,33,0.3626,1.42211110677049,0.5400,91,64,1.4219,37,0.5595,-4,0.9026,--,1.0995,--,0.9221,0,1,0,11,15,R Frontier Div 2,8,Frontier,KrizelJ
62,25,ClelandB,14,8,3,31,26,111,82,1.3537,35,0.3723,1.342236938845,0.5467,85,64,1.3281,37,0.6146,-2,0.919,--,1.1613,--,0.9869,104,2,0,11,21,D Skyline Div 1,4,Skyline,McCarthyE
62,25,ClemensB,12,7,6,30,17,125,90,1.3889,40,0.4000,1.05830052442584,0.6000,108,75,1.4400,40,0.5506,0,1,--,1.1506,--,0.9506,107,0,0,14,17,D Highland Div 2,6,Highland,WestJ
62,25,ClevengerC,10,13,2,21,0,67,57,1.1754,27,0.2967,1.28124939024376,0.3958,67,54,1.2407,30,0.6591,-3,0.6925,--,1.0549,--,0.9558,102,0,1,8,18,E Skyline Div 1,13,Skyline,PeskinK
62,25,CliffeN,8,17,0,16,-34,63,52,1.2115,26,0.3171,1.41194900757782,0.3467,97,75,1.2933,33,0.6598,-7,0.6638,--,1.0065,--,0.9769,99,0,0,5,24,D Skyline Div 2,18,Skyline,SternT
62,25,CloningerA,13,9,3,28,14,120,88,1.3636,34,0.3696,1.38910042833483,0.6111,106,81,1.3086,32,0.6632,2,0.9807,--,1.2743,--,1.0328,115,1,1,11,11,B Corridor,6,Corridor,RalstonJ
62,25,CloningerS,11,11,3,23,6,99,72,1.3750,35,0.3977,1.55743378671454,0.5217,93,66,1.4091,42,0.5625,-7,0.9194,--,1.0842,--,0.9602,108,0,2,9,10,C Corridor,14,Corridor,RalstonJ
62,25,CloutierN,15,5,5,33,25,81,54,1.5000,47,0.5000,1.08369737473153,0.3913,56,47,1.1915,23,0.6933,24,0.8913,--,1.0846,--,1.1933,111,3,2,7,21,E Pacific Div 1,4,Pacific,Hattman
62,25,CoboN,8,11,6,21,-17,47,42,1.1190,22,0.2895,1.28747815515449,0.2917,64,52,1.2308,32,0.6522,-10,0.5812,--,0.9439,--,0.9417,101,1,1,4,19,E Skyline Div 1,14,Skyline,HinmanT
62,25,CochranJohn,15,7,3,33,19,94,73,1.2877,40,0.3604,0.744043009509531,0.4867,75,63,1.1905,26,0.7143,14,0.8471,--,1.201,--,1.0747,0,1,0,8,4,R Pacific Div 2,6,Pacific,SchwartzT
62,25,CoenM,8,12,5,21,-7,157,113,1.3894,27,0.3418,0.984682690007294,0.7533,164,117,1.4017,21,0.6769,6,1.0951,--,1.4302,--,1.0187,105,0,0,15,11,A Frontier,22,Frontier,BurgerM
62,25,CoenS,13,11,1,27,5,101,77,1.3117,35,0.3535,1.26237870704476,0.5133,96,75,1.2800,27,0.6897,8,0.8668,--,1.203,--,1.0432,102,1,0,10,16,D Pacific Div 2,11,Pacific,TeneryD
62,25,CohenA42,5,15,5,15,-27,100,79,1.2658,34,0.3238,1.04613574644976,0.5267,127,97,1.3093,23,0.7229,11,0.8505,--,1.2496,--,1.0467,99,1,0,5,11,B Seaboard,24,Seaboard,ParkS
62,25,CohenAa,14,7,4,32,33,98,75,1.3067,38,0.3619,1.05830052442584,0.5000,65,57,1.1404,22,0.7412,16,0.8619,--,1.2412,--,1.1031,0,3,0,7,18,R Metro Div 3,6,Metro,HightowerT
62,25,CohenD2,16,7,2,34,34,191,132,1.4470,16,0.3478,0.775628777186613,0.8800,157,116,1.3534,20,0.7297,-4,1.2278,--,1.6097,--,1.0775,99,0,0,23,6,A Skyline,2,Skyline,SternT
62,25,CohenJC,8,12,5,21,-23,79,72,1.0972,23,0.2212,1.03227903204511,0.4800,102,80,1.2750,31,0.6837,-8,0.7012,--,1.1637,--,0.9049,103,0,0,6,23,C Pacific,26,Pacific,StewartR
62,25,CohenP,9,13,3,20,-19,52,40,1.3000,34,0.4048,0.894427190999916,0.2778,71,55,1.2909,28,0.6456,6,0.6826,--,0.9234,--,1.0504,67,5,1,2,27,E Coastal Div 1,21,Coastal,OkrentD
62,25,CohnAB,13,6,6,32,29,124,82,1.5122,51,0.5100,1.14960862905599,0.5467,95,77,1.2338,30,0.7030,21,1.0567,--,1.2497,--,1.213,115,0,0,12,15,B Midland,3,Midland,MaloneM
62,25,CoishJ,13,9,3,29,24,100,72,1.3889,45,0.4245,0.951630180269626,0.4800,76,63,1.2063,26,0.7079,19,0.9045,--,1.1879,--,1.1324,0,1,0,9,19,R Frontier Div 1,10,Frontier,Curtis
62,25,ColagioiaG,7,13,5,15,-10,91,68,1.3382,35,0.3804,1.48377895927931,0.5397,101,69,1.4638,45,0.5263,-10,0.9201,--,1.066,--,0.9067,96,2,4,9,10,D Pacific Div 2,24,Pacific,TeneryD
62,25,ColangeloF,14,6,5,32,21,117,83,1.4096,40,0.4211,1.28747815515449,0.5764,96,68,1.4118,42,0.5625,-2,0.9975,--,1.1389,--,0.9836,105,1,1,10,6,D Central Div 2,5,Central,WhitlockS
62,25,ColangeloO,6,17,2,13,-58,93,68,1.3676,34,0.3953,1.58795465930234,0.4722,151,114,1.3246,20,0.7500,14,0.8675,--,1.2222,--,1.1453,77,0,1,9,7,A Central,25,Central,WhitlockS
62,25,ColbertD,14,8,3,31,23,83,66,1.2576,31,0.3298,1.35292276202302,0.4400,60,51,1.1765,22,0.7143,9,0.7698,--,1.1543,--,1.0441,0,1,0,7,24,R Corridor Div 2,6,Corridor,RafalA
62,25,ColemanD,14,6,5,33,15,60,46,1.3043,31,0.3875,1.25475097130865,0.3067,45,42,1.0714,19,0.7432,12,0.6942,--,1.0499,--,1.1307,101,2,0,7,24,E Highland Div 2,4,Highland,CarrBen12
62,25,CollegeA,13,6,6,32,18,153,117,1.3077,14,0.1918,0.835224520712844,0.7800,135,97,1.3918,32,0.6235,-18,0.9718,--,1.4035,--,0.8153,107,0,0,12,6,A Coastal,5,Coastal,CollegeA
62,25,CollinsJ,20,5,0,40,82,179,118,1.5169,34,0.5313,1.1838918869559,0.7867,97,74,1.3108,29,0.6628,5,1.318,--,1.4495,--,1.1941,0,0,0,20,9,R Frontier Div 1,2,Frontier,BurgerM
62,25,ColvinG,12,11,2,26,11,132,99,1.3333,29,0.3187,1.11283421945948,0.6600,121,96,1.2604,23,0.7500,6,0.9787,--,1.41,--,1.0687,111,1,0,13,13,B Frontier,9,Frontier,SausvilleK
62,25,CondonNJ,10,11,4,24,-2,130,97,1.3402,31,0.3333,1.14262854856686,0.6467,132,98,1.3469,31,0.6630,0,0.98,--,1.3097,--,0.9963,108,0,0,11,14,B Pacific,11,Pacific,PenroseB
62,25,ConerityC,10,6,9,29,15,116,87,1.3333,36,0.3564,0.984682690007294,0.5800,101,76,1.3289,35,0.6354,1,0.9364,--,1.2154,--,0.9918,103,0,0,14,14,D Pacific Div 2,6,Pacific,PenroseB
62,25,ConeT,16,4,5,37,54,194,135,1.4370,12,0.2927,0.632455532033676,0.9000,140,103,1.3592,19,0.7164,-7,1.1927,--,1.6164,--,1.0091,102,1,0,19,3,A Midland,1,Midland,BallisterE
62,25,ConnellC,9,13,3,19,-21,119,86,1.3837,32,0.3810,1.55125755437322,0.6232,140,102,1.3725,31,0.6477,1,1.0042,--,1.2709,--,1.0287,104,0,2,9,16,A Corridor,21,Corridor,CostelloR
62,25,ConradC,10,10,5,24,-3,62,50,1.2400,31,0.3523,1.16619037896906,0.3472,65,47,1.3830,38,0.5632,-7,0.6995,--,0.9104,--,0.9155,103,0,1,5,14,E Midland Div 1,16,Midland,BallisterE
62,25,ConradJ,9,11,5,21,-25,73,53,1.3774,37,0.4253,1.36586968631711,0.3841,98,69,1.4203,38,0.5632,-1,0.8094,--,0.9473,--,0.9885,0,3,2,6,12,R Seaboard Div 1,13,Seaboard,KenneyJ
62,25,ConradM,8,13,4,20,-25,91,70,1.3000,39,0.3679,0.938083151964686,0.4667,116,89,1.3034,26,0.7011,13,0.8346,--,1.1678,--,1.069,88,1,0,8,16,B Seaboard,19,Seaboard,KenneyJ
62,25,ContosH,11,10,4,24,6,57,39,1.4615,35,0.4795,1.20266371026983,0.2826,51,46,1.1087,19,0.7432,16,0.7621,--,1.0258,--,1.2227,63,1,2,4,16,E Seaboard Div 1,11,Seaboard,ParkS
62,25,ConwayJ,16,6,3,35,35,110,72,1.5278,54,0.5192,1.14262854856686,0.4800,75,56,1.3393,35,0.6023,19,0.9992,--,1.0823,--,1.1215,0,2,0,11,17,R Corridor Div 2,3,Corridor,RalstonJ
62,25,CookC,13,10,2,28,2,82,72,1.1389,28,0.2593,0.951630180269626,0.4800,80,57,1.4035,42,0.5579,-14,0.7393,--,1.0379,--,0.8172,95,0,0,6,21,D Midland Div 2,8,Midland,MorganEM
62,25,CookS,18,4,3,39,43,150,111,1.3514,26,0.3059,0.803990049689671,0.7400,107,85,1.2588,27,0.7158,-1,1.0459,--,1.4558,--,1.0217,110,0,0,12,13,C Coastal,1,Coastal,ReynaldoA
62,25,CoombsA,14,9,2,30,2,98,74,1.3243,39,0.3750,1.11283421945948,0.4933,96,70,1.3714,39,0.5938,0,0.8683,--,1.0871,--,0.9688,102,0,0,11,28,D Pacific Div 1,6,Pacific,Hattman
62,25,CooperJ,7,13,5,18,-18,70,55,1.2727,33,0.3626,1.2,0.3819,88,64,1.3750,36,0.5909,-3,0.7445,--,0.9728,--,0.9535,0,1,1,5,7,R Central Div 1,15,Central,JastrzebskiS
62,25,CooperM,16,7,2,34,59,132,100,1.3200,29,0.3085,0.979795897113271,0.6667,73,59,1.2373,24,0.6962,5,0.9752,--,1.3629,--,1.0047,0,1,0,10,4,R Metro Div 3,5,Metro,HightowerT
62,25,CorbblahJ,15,5,5,35,26,138,101,1.3663,33,0.3548,1.0762899237659,0.6733,112,86,1.3023,24,0.7073,9,1.0281,--,1.3806,--,1.0621,107,2,0,12,14,B Seaboard,4,Seaboard,CorbblahJ
62,25,CorlissM,8,16,1,10,-31,68,56,1.2143,21,0.2838,1.74997142833819,0.5185,99,69,1.4348,44,0.5464,-23,0.8023,--,1.0649,--,0.8302,107,0,7,5,10,D Frontier Div 1,25,Frontier,BarkerC
62,25,CormanyE,14,9,2,29,39,85,60,1.4167,44,0.4490,1.09544511501033,0.4167,46,47,0.9787,17,0.7952,27,0.8657,--,1.2119,--,1.2442,99,0,1,13,21,E Frontier Div 2,10,Frontier,BarkerC
62,25,CorteseV,7,13,5,19,-10,133,96,1.3854,37,0.3854,1.08369737473153,0.6400,143,102,1.4020,29,0.6282,8,1.0254,--,1.2682,--,1.0136,100,1,0,11,15,A Central,20,Central,WhitlockS
62,25,CostanzoM,8,11,6,19,-1,91,70,1.3000,29,0.3372,1.64924225024706,0.5303,92,71,1.2958,38,0.6381,-9,0.8675,--,1.1684,--,0.9753,102,0,3,10,9,D Skyline Div 2,16,Skyline,SternT
62,25,CostelloP,7,17,1,13,-29,56,42,1.3333,34,0.4146,0.968297474952816,0.3043,85,63,1.3492,39,0.5979,-5,0.7189,--,0.9022,--,1.0125,0,0,2,7,19,R Skyline,30,Skyline,HinmanT
62,25,CothrenT,6,16,3,15,-55,53,43,1.2326,27,0.3506,1.31209755734854,0.2867,108,71,1.5211,45,0.4828,-18,0.6373,--,0.7695,--,0.8334,0,1,0,4,21,R Frontier Div 2,19,Frontier,KrizelJ
62,25,CotterM,9,13,3,20,-28,66,57,1.1579,30,0.3030,1.04,0.3958,94,67,1.4030,40,0.5699,-10,0.6988,--,0.9657,--,0.8729,96,0,1,6,29,E Coastal Div 2,23,Coastal,PliskaG
62,25,CoughlinF,11,10,4,26,4,53,44,1.2045,29,0.3452,1.06883113727099,0.2933,49,40,1.2250,29,0.6375,0,0.6385,--,0.9308,--,0.9827,103,1,0,5,32,E Corridor Div 1,13,Corridor,BlosverenJ
62,25,CoughlinJ,11,11,3,22,-4,164,114,1.4386,16,0.3478,1.81284307097995,0.8636,168,118,1.4237,26,0.6286,-10,1.2114,--,1.4922,--,0.9764,110,0,3,16,2,A Frontier,20,Frontier,MudrakJ
62,25,CovertG,13,11,1,27,10,90,72,1.2500,35,0.3302,0.908625335328044,0.4800,80,58,1.3793,31,0.5921,4,0.8102,--,1.0721,--,0.9223,0,3,0,7,17,R Metro Div 2,9,Metro,ZawistowskiS
62,25,CowanD,12,7,6,30,19,106,78,1.3590,44,0.4000,0.815843122174845,0.5200,87,67,1.2985,28,0.6627,16,0.92,--,1.1827,--,1.0627,108,0,0,13,13,D Frontier Div 1,7,Frontier,BraggR
62,25,CoxZ,6,14,5,17,-20,65,61,1.0656,19,0.2088,1.3879481258318,0.4067,85,70,1.2143,29,0.7041,-10,0.6155,--,1.1108,--,0.9129,100,1,0,4,20,D Midland Div 2,23,Midland,MaloneM
62,25,CraigR,10,12,3,23,-9,163,118,1.3814,18,0.2813,1.11427106217473,0.7867,172,117,1.4701,30,0.5522,-12,1.068,--,1.3389,--,0.8335,103,0,0,17,9,A Highland,17,Highland,CraigR
62,25,CramptonC,13,10,2,27,2,51,47,1.0851,26,0.2857,0.992773891679269,0.3264,49,42,1.1667,17,0.7258,9,0.6121,--,1.0522,--,1.0115,94,1,1,4,22,E Highland Div 1,12,Highland,CraigR
62,25,CraneN,7,15,3,17,-27,136,102,1.3333,29,0.3152,1.01666120217111,0.6800,163,113,1.4425,24,0.6066,5,0.9952,--,1.2866,--,0.9218,104,1,0,12,9,A Central,24,Central,JastrzebskiS
62,25,CreaghA,13,8,4,28,33,141,99,1.4242,34,0.4096,1.37054733592095,0.7174,108,80,1.3500,37,0.6224,-3,1.127,--,1.3398,--,1.032,100,0,2,15,8,C Highland,7,Highland,PearsonA
62,25,CrespyJ,14,8,3,31,18,114,81,1.4074,43,0.4257,1.10562199688682,0.5400,96,68,1.4118,46,0.5577,-3,0.9657,--,1.0977,--,0.9834,104,0,0,11,19,D Pacific Div 1,5,Pacific,MarcusJ2
62,25,CrewB,11,10,4,26,2,133,95,1.4000,41,0.4059,0.848528137423857,0.6333,131,94,1.3936,27,0.6351,14,1.0392,--,1.2684,--,1.041,112,2,0,10,13,B Seaboard,9,Seaboard,WalkerB
62,25,CrewL,7,14,4,18,-24,46,41,1.1220,28,0.3218,0.842852300228219,0.2733,70,57,1.2281,33,0.6598,-5,0.5951,--,0.9331,--,0.9816,99,2,0,3,19,D Seaboard Div 2,21,Seaboard,WalkerB
62,25,Crick SmithJ,11,13,1,16,1,90,62,1.4516,32,0.4571,1.85730988259902,0.5741,89,58,1.5345,49,0.4787,-17,1.0312,--,1.0528,--,0.9358,116,1,7,8,7,E Coastal Div 1,24,Coastal,OkrentD
62,25,CritesA,13,7,5,30,17,67,50,1.3400,36,0.4091,1.2328828005938,0.3472,50,45,1.1111,26,0.7011,10,0.7563,--,1.0483,--,1.1102,121,0,1,3,23,E Pacific Div 2,6,Pacific,ShapiroA
62,25,CrocettoR,12,12,1,25,2,76,64,1.1875,31,0.3039,1.13419575030063,0.4267,74,59,1.2542,31,0.6593,0,0.7306,--,1.086,--,0.9632,97,0,0,10,18,D Seaboard Div 1,13,Seaboard,KenneyJ
62,25,CrosslandA,4,13,8,13,-35,33,27,1.2222,22,0.3729,1.05527247666183,0.2045,68,49,1.3878,29,0.5797,-7,0.5774,--,0.7842,--,0.9526,87,0,3,2,15,E Highland Div 1,27,Highland,CrosslandC
62,25,CrosslandC,11,9,5,27,8,82,62,1.3226,37,0.3854,1.20399335546339,0.4133,74,59,1.2542,30,0.6629,7,0.7987,--,1.0762,--,1.0483,101,1,0,6,19,D Highland Div 1,11,Highland,CrosslandC
