Season,Matchday,Player,Wins,Losses,Ties,Pts,MPD,TMP,TCA,PCA,UfPE,OE,CAS,QPct,TPA,CAA,PCAA,UfPA,DE,NUfP,QPO,QPO+,QPD,QPD+,OPD,QvH,FW,FL,3PT,MCW,Rundle,Rundle Rank,League,Branch
62,25,AgostaM,3,18,4,9,-49,92,73,1.2603,29,0.3118,1.38332931726325,0.5069,141,102,1.3824,33,0.6333,-4,0.8187,--,1.1402,--,0.9451,84,0,1,8,16,B Seaboard,26,Seaboard,KenneyJ
62,25,AhmedMZ,19,5,1,38,79,124,84,1.4762,40,0.4762,1.59699718221417,0.5833,45,40,1.1250,20,0.7143,20,1.0595,--,1.2976,--,1.1905,107,2,1,11,18,E Seaboard Div 2,2,Seaboard,ShoafC
62,25,AingerT,19,5,1,38,59,132,94,1.4043,37,0.4022,1.20929731662648,0.6528,73,59,1.2373,28,0.6782,9,1.055,--,1.331,--,1.0804,158,0,1,12,11,E Coastal Div 1,3,Coastal,CollegeA
62,25,AlbertM,9,13,3,21,-24,67,52,1.2885,35,0.3804,1.12853887837327,0.3467,91,70,1.3000,35,0.6429,0,0.7271,--,0.9896,--,1.0233,96,2,0,9,18,D Frontier Div 1,18,Frontier,AlexisC
62,25,AlcornS,18,3,4,39,42,98,73,1.3425,37,0.3814,1.32423562857975,0.5069,56,47,1.1915,28,0.6706,9,0.8883,--,1.1775,--,1.052,112,1,1,6,19,E Metro Div 1,1,Metro,EtterT
62,25,AldenF,7,16,2,7,-27,64,44,1.4545,31,0.4697,1.58189759466282,0.4583,91,64,1.4219,42,0.5532,-11,0.928,--,1.0115,--,1.0229,0,0,9,9,6,R Coastal,33,Coastal,PliskaG
62,25,AlexanderJ,8,11,6,21,-5,98,75,1.3067,35,0.3535,1.26491106406735,0.5208,103,79,1.3038,34,0.6566,1,0.8743,--,1.1774,--,1.0101,104,1,1,5,22,B Corridor,20,Corridor,JohnsonW
62,25,AlexanderJaws,10,11,4,22,-15,76,55,1.3818,40,0.4301,1.2328828005938,0.3986,91,61,1.4918,43,0.5057,-3,0.8287,--,0.9043,--,0.9358,0,0,2,9,15,R Corridor Div 2,14,Corridor,ZuckermanD
62,25,AllenLR,8,9,8,24,7,93,63,1.4762,47,0.4845,1.20399335546339,0.4200,86,64,1.3438,34,0.6136,13,0.9045,--,1.0336,--,1.0981,0,1,0,14,28,R Corridor Div 2,12,Corridor,RafalA
62,25,AllenT,10,11,4,23,0,88,63,1.3968,43,0.4343,1.20399335546339,0.4375,88,69,1.2754,29,0.6742,14,0.8718,--,1.1117,--,1.1085,99,1,1,9,30,D Metro Div 1,18,Metro,WechtB
62,25,Almasa,10,12,3,23,-15,74,66,1.1212,23,0.2396,1.26111062163476,0.4400,89,72,1.2361,33,0.6827,-10,0.6796,--,1.1227,--,0.9223,86,0,0,5,20,C Metro,19,Metro,MillerA
62,25,AlvarezR,13,10,2,27,17,65,52,1.2500,29,0.3452,1.32423562857975,0.3611,48,41,1.1707,23,0.6849,6,0.7063,--,1.046,--,1.0301,84,3,1,4,29,E Seaboard Div 1,10,Seaboard,KenneyJ
62,25,AmerikaB,3,17,5,11,-54,78,66,1.1818,30,0.2941,1.12712022428843,0.4400,132,94,1.4043,37,0.5978,-7,0.7341,--,1.0378,--,0.8919,95,0,0,7,23,B Midland,26,Midland,MorganEM
62,25,AmmermanA,13,7,5,31,10,110,85,1.2941,31,0.3196,1.2328828005938,0.5667,100,76,1.3158,35,0.6429,-4,0.8863,--,1.2096,--,0.9625,98,0,0,10,13,C Frontier Div 2,4,Frontier,WrightB
62,25,AmmermanN,9,10,6,24,-4,97,77,1.2597,34,0.3238,1.05527247666183,0.5133,101,71,1.4225,44,0.5556,-10,0.8371,--,1.0689,--,0.8794,104,1,0,8,21,D Coastal Div 2,19,Coastal,RipsteinE
62,25,AmuzieCC,12,9,4,28,-1,78,61,1.2787,33,0.3548,1.35882302011704,0.4067,79,59,1.3390,33,0.6118,0,0.7615,--,1.0185,--,0.9666,0,2,0,4,20,R Skyline,14,Skyline,SamburgM
62,25,AndelaD,7,13,5,18,-27,134,100,1.3400,25,0.3049,1.3856406460551,0.6944,161,115,1.4000,27,0.6494,-2,0.9993,--,1.3438,--,0.9543,104,0,1,11,15,A Skyline,22,Skyline,HinmanT
62,25,AndersonDR,9,9,7,25,6,65,59,1.1017,22,0.2418,1.35292276202302,0.3933,59,54,1.0926,25,0.7340,-3,0.6351,--,1.1273,--,0.9758,103,0,0,3,19,E Central Div 2,15,Central,WhitlockS
62,25,AndersonE,15,8,2,32,13,89,61,1.4590,46,0.4742,1.1689311356962,0.4067,76,56,1.3571,29,0.6081,17,0.8809,--,1.0148,--,1.0823,0,1,0,12,31,R Central Div 2,6,Central,WhitlockS
62,25,AndersonJ,12,10,3,27,22,104,74,1.4054,41,0.4271,1.34104436913922,0.4933,82,71,1.1549,23,0.7579,18,0.9204,--,1.2512,--,1.185,101,0,0,12,27,D Coastal Div 2,9,Coastal,PliskaG
62,25,AndersonJ2,8,12,5,21,-5,117,91,1.2857,33,0.3143,0.842852300228219,0.6067,122,84,1.4524,45,0.5408,-12,0.921,--,1.1475,--,0.8551,108,1,0,8,9,C Frontier Div 1,13,Frontier,BarkerC
62,25,AndersonK,12,10,3,23,12,100,78,1.2821,25,0.2976,1.63266653055668,0.6190,88,68,1.2941,32,0.6522,-7,0.9166,--,1.2712,--,0.9498,106,1,4,8,6,D Skyline Div 1,10,Skyline,HinmanT
62,25,AndreD,10,10,5,23,-11,133,96,1.3854,28,0.3590,1.59197989937059,0.6957,144,103,1.3981,34,0.6180,-6,1.0547,--,1.3137,--,0.977,108,0,2,14,11,B Frontier,18,Frontier,PrestemonE
62,25,AndrewsT,5,16,4,11,-30,25,29,0.8621,11,0.1864,1.18928549978548,0.2197,55,44,1.2500,31,0.6310,-20,0.4061,--,0.8507,--,0.8174,92,2,3,1,15,E Corridor Div 2,23,Corridor,RalstonJ
62,25,AndriesK,12,8,5,28,21,77,57,1.3509,35,0.4023,1.37171425595858,0.3958,56,45,1.2444,30,0.6386,5,0.7981,--,1.0344,--,1.0409,96,1,1,4,16,E Highland Div 1,8,Highland,BundroR
62,25,AnotadoC,10,12,3,14,-18,93,67,1.3881,20,0.3636,2.16739474946305,0.6979,111,77,1.4416,43,0.5474,-23,1.0615,--,1.2453,--,0.911,110,0,9,11,3,D Pacific Div 2,25,Pacific,PenroseB
62,25,AnR,4,20,1,7,-75,35,26,1.3462,27,0.4355,0.773563184232549,0.1884,110,72,1.5278,49,0.4787,-22,0.6239,--,0.6671,--,0.9142,0,0,2,4,17,R Highland,28,Highland,MaddyE
62,25,AnsorgeK,7,15,3,17,-30,57,47,1.2128,30,0.3448,1.14262854856686,0.3133,87,63,1.3810,35,0.5882,-5,0.6581,--,0.9015,--,0.933,0,2,0,5,19,R Metro Div 1,16,Metro,ArizpeAC
62,25,AntkowiakP,10,7,8,28,23,89,73,1.2192,31,0.3010,1.12853887837327,0.4867,66,62,1.0645,21,0.7813,10,0.7877,--,1.268,--,1.0823,110,0,0,8,17,D Seaboard Div 1,8,Seaboard,DiGiorgioN
62,25,AraminiD,11,9,5,26,7,88,67,1.3134,38,0.3762,1.08517279730004,0.4653,81,69,1.1739,28,0.7228,10,0.8415,--,1.1881,--,1.099,94,0,1,8,13,D Coastal Div 2,14,Coastal,PliskaG
62,25,ArbizuA,18,4,3,39,45,98,67,1.4627,50,0.4762,1.00876161703348,0.4467,53,44,1.2045,27,0.6625,23,0.9229,--,1.1092,--,1.1387,100,1,0,11,22,E Skyline Div 1,1,Skyline,HinmanT
62,25,ArizpeA,10,13,2,22,-3,87,66,1.3182,31,0.3605,1.59699718221417,0.4400,90,67,1.3433,33,0.6207,-2,0.8005,--,1.0607,--,0.9812,99,3,0,5,25,D Metro Div 2,15,Metro,ArizpeAC
62,25,ArizpeAA,13,8,4,30,9,97,73,1.3288,40,0.3810,1.05527247666183,0.4867,88,77,1.1429,25,0.7619,15,0.8677,--,1.2486,--,1.1429,107,0,0,7,18,C Metro,7,Metro,ArizpeAC
62,25,ArizpeAC,4,19,2,10,-37,38,34,1.1176,24,0.3243,0.932952303175248,0.2267,75,59,1.2712,35,0.6392,-11,0.551,--,0.8659,--,0.9635,82,1,0,4,17,E Metro Div 1,30,Metro,ArizpeAC
62,25,ArmstrongJ,9,9,7,24,5,150,106,1.4151,29,0.3816,1.36469776873856,0.7361,145,107,1.3551,21,0.7123,8,1.1177,--,1.4484,--,1.0939,114,1,1,14,17,A Corridor,12,Corridor,Mizrahi
62,25,ArnerTim,16,6,3,35,37,95,65,1.4615,44,0.4731,1.35646599662505,0.4333,58,49,1.1837,31,0.6667,13,0.9064,--,1.1,--,1.1398,108,0,0,13,18,E Highland Div 1,2,Highland,KaleV
62,25,ArnettJ,7,15,3,17,-26,90,68,1.3235,37,0.3776,1.24963994814506,0.4533,116,78,1.4872,49,0.5100,-12,0.8309,--,0.9633,--,0.8876,93,0,0,10,22,D Metro Div 2,22,Metro,ArizpeAC
62,25,ArnettP,18,6,1,36,51,118,79,1.4937,47,0.4947,1.37637204272682,0.5486,67,52,1.2885,30,0.6341,17,1.0433,--,1.1827,--,1.1288,109,0,1,11,16,E Metro Div 1,3,Metro,ArizpeAC
62,25,ArnoldM,12,10,3,27,-4,162,120,1.3500,18,0.2500,0.748331477354788,0.8000,166,116,1.4310,28,0.6111,-10,1.05,--,1.4111,--,0.8611,106,0,0,15,15,A Skyline,12,Skyline,HinmanT
62,25,AronoffP,12,8,5,29,11,103,83,1.2410,25,0.2688,1.34818396370822,0.5533,92,72,1.2778,33,0.6633,-8,0.8221,--,1.2166,--,0.9321,117,1,0,6,11,B Corridor,4,Corridor,AronoffP
62,25,AronsonN,13,8,4,30,19,107,82,1.3049,38,0.3519,0.825590697622012,0.5467,88,62,1.4194,45,0.5500,-7,0.8986,--,1.0967,--,0.9019,101,0,0,10,9,D Corridor Div 1,5,Corridor,RafalA
62,25,ArthurB,13,10,2,28,6,107,89,1.2022,24,0.2376,1.06131993291373,0.5933,101,85,1.1882,25,0.7573,-1,0.8309,--,1.3506,--,0.9949,108,0,0,7,14,C Pacific,11,Pacific,BruceM
62,25,ArumugamP,13,10,2,27,-7,77,52,1.4808,39,0.4875,1.46751490622753,0.3611,84,62,1.3548,39,0.5938,0,0.8486,--,0.9549,--,1.0813,0,1,1,7,14,R Midland Div 1,11,Midland,GarveyJ
62,25,ArwariS,14,9,2,30,9,64,52,1.2308,35,0.3571,0.844748483277715,0.3467,55,48,1.1458,27,0.6932,8,0.7038,--,1.0399,--,1.0503,108,0,0,7,15,E Seaboard Div 1,6,Seaboard,ParkS
62,25,AscherL,6,11,8,20,-18,150,110,1.3636,28,0.3256,0.848528137423857,0.7333,168,118,1.4237,21,0.6500,7,1.0589,--,1.3833,--,0.9756,99,1,0,15,10,A Pacific,23,Pacific,TeneryD
62,25,AsplundB,6,16,3,7,-32,28,24,1.1667,17,0.3400,1.0762899237659,0.2353,60,40,1.5000,34,0.5000,-17,0.5753,--,0.7353,--,0.84,104,1,8,1,18,E Corridor Div 1,24,Corridor,CostelloR
62,25,AttiaCyrus,8,14,3,19,-17,63,56,1.1250,24,0.2667,1.27373466624725,0.3733,80,67,1.1940,31,0.6990,-7,0.64,--,1.0723,--,0.9657,105,0,0,2,21,D Frontier Div 2,22,Frontier,KrizelJ
62,25,AttixJ,11,11,3,25,1,71,51,1.3922,42,0.4421,0.915641851380768,0.3400,70,53,1.3208,38,0.6000,4,0.7821,--,0.94,--,1.0421,98,0,0,10,15,E Midland Div 1,9,Midland,BallisterE
62,25,AvilaD,17,7,1,35,42,148,104,1.4231,37,0.4111,0.966643677887566,0.6933,106,79,1.3418,32,0.6404,5,1.1044,--,1.3337,--,1.0515,107,2,0,15,10,B Central,2,Central,WhitlockS
62,25,AxelmanB,10,9,6,26,12,86,65,1.3231,40,0.3883,1.09544511501033,0.4333,74,55,1.3455,33,0.6024,7,0.8216,--,1.0357,--,0.9907,0,0,0,8,22,R Corridor Div 2,8,Corridor,ZuckermanD
62,25,BabcockD,7,15,3,17,-34,69,53,1.3019,35,0.3846,1.21061967603372,0.3533,103,78,1.3205,34,0.6458,1,0.7379,--,0.9991,--,1.0304,82,0,0,9,22,B Midland,24,Midland,DeTuraM
62,25,BagliniR,14,9,2,27,5,113,78,1.4487,39,0.4535,1.60798009937934,0.5909,108,84,1.2857,29,0.6915,10,1.0444,--,1.2824,--,1.145,102,0,3,11,14,D Metro Div 1,11,Metro,ZawistowskiS
62,25,BahnamanS,17,4,4,38,65,201,137,1.4672,12,0.3636,0.754718490564528,0.9133,136,101,1.3465,24,0.6962,-12,1.2769,--,1.6095,--,1.0598,102,1,0,21,3,A Corridor,1,Corridor,Mizrahi
62,25,BahngBoyerB,17,5,3,37,53,151,101,1.4950,40,0.4938,1.37054733592095,0.6733,98,74,1.3243,33,0.6413,7,1.1671,--,1.3146,--,1.1351,0,1,0,19,11,R Midland Div 2,5,Midland,IracaneR
62,25,BaileyBW,11,12,2,24,4,106,87,1.2184,26,0.2574,1.13560556532627,0.5800,102,79,1.2911,33,0.6667,-7,0.8374,--,1.2467,--,0.9241,105,0,0,7,19,C Pacific,20,Pacific,BruceM
62,25,BaileyP,13,10,2,28,14,81,56,1.4464,44,0.4681,1.14122740941497,0.3733,67,49,1.3673,37,0.5747,7,0.8414,--,0.948,--,1.0428,94,0,0,9,19,E Frontier Div 1,9,Frontier,BurgerM
62,25,BainD,8,12,5,21,-13,83,62,1.3387,37,0.3936,1.33026313186527,0.4133,96,73,1.3151,36,0.6364,1,0.8069,--,1.0497,--,1.03,92,0,0,8,27,D Coastal Div 1,18,Coastal,BainD
62,25,BainG,8,13,4,20,-13,90,69,1.3043,35,0.3608,1.2419339757008,0.4600,103,77,1.3377,35,0.6316,0,0.8208,--,1.0916,--,0.9924,106,0,0,6,15,D Coastal Div 2,23,Coastal,ReynaldoA
62,25,BajczA,9,13,3,21,0,49,39,1.2564,30,0.3797,1.09836241741968,0.2600,49,43,1.1395,24,0.6962,6,0.6397,--,0.9562,--,1.0759,94,0,0,4,23,E Metro Div 2,22,Metro,WechtB
62,25,BakerH,12,10,3,27,27,116,85,1.3647,41,0.3905,1.05830052442584,0.5667,89,62,1.4355,39,0.5465,2,0.9572,--,1.1132,--,0.937,0,3,0,8,23,R Seaboard Div 1,9,Seaboard,CorbblahJ
62,25,BakerN,9,15,1,13,-17,49,41,1.1951,21,0.3134,1.46642422238587,0.3596,66,48,1.3750,36,0.5714,-15,0.673,--,0.931,--,0.8848,116,1,6,4,13,E Frontier Div 1,30,Frontier,Curtis
62,25,BakerPeter,10,12,3,23,-7,104,81,1.2840,35,0.3333,0.949947366963033,0.5400,111,88,1.2614,24,0.7333,11,0.8733,--,1.2733,--,1.0666,100,1,0,8,15,B Metro,17,Metro,WechtB
62,25,BakkenJS,5,18,2,12,-33,64,60,1.0667,24,0.2400,1.09544511501033,0.4000,97,75,1.2933,33,0.6598,-9,0.64,--,1.0598,--,0.8998,91,1,0,3,27,C Midland,20,Midland,MorganEM
62,25,BaldwinK,6,11,8,20,-25,54,55,0.9818,21,0.2121,0.979795897113271,0.3667,79,64,1.2344,29,0.6848,-8,0.5788,--,1.0515,--,0.8969,106,0,0,2,13,D Seaboard Div 1,22,Seaboard,KenneyJ
62,25,BaliDM,6,17,2,13,-31,69,49,1.4082,40,0.4494,1.14821600755259,0.3403,100,73,1.3699,37,0.6022,3,0.7897,--,0.9425,--,1.0516,0,0,1,6,17,R Pacific Div 2,17,Pacific,PenroseB
62,25,BallewJ,8,12,5,21,-5,128,98,1.3061,28,0.2979,0.976524449258696,0.6533,133,99,1.3434,30,0.6703,-2,0.9512,--,1.3236,--,0.9682,104,0,0,11,11,A Corridor,19,Corridor,RalstonJ
62,25,BallisterE,12,11,2,26,6,106,82,1.2927,33,0.3300,1.14960862905599,0.5467,100,71,1.4085,39,0.5714,-6,0.8767,--,1.1181,--,0.9014,100,2,0,9,13,B Midland,11,Midland,BallisterE
62,25,BalseiroD,10,12,3,23,-7,78,61,1.2787,35,0.3608,1.1689311356962,0.4067,85,65,1.3077,36,0.6289,-1,0.7675,--,1.0356,--,0.9897,97,0,0,7,16,D Frontier Div 2,18,Frontier,SausvilleK
62,25,BandurM,17,4,4,38,51,129,95,1.3579,33,0.3548,1.2,0.6333,78,61,1.2787,29,0.6588,4,0.9881,--,1.2921,--,1.0136,0,1,0,13,19,R Metro Div 1,3,Metro,EtterT
62,25,BanerjeeJ,16,7,2,34,29,101,72,1.4028,48,0.4364,0.908625335328044,0.4800,72,56,1.2857,27,0.6538,21,0.9164,--,1.1338,--,1.0902,108,2,0,9,25,E Coastal Div 1,6,Coastal,BryantK
62,25,BanerjiePree,19,4,2,40,66,138,93,1.4839,50,0.4854,0.96,0.6200,72,53,1.3585,36,0.5862,14,1.1054,--,1.2062,--,1.0716,0,1,0,13,8,R Midland Div 1,2,Midland,BourlaD
62,25,BanisterR,12,8,5,29,15,75,57,1.3158,37,0.3895,1.1838918869559,0.3800,60,51,1.1765,22,0.7143,15,0.7695,--,1.0943,--,1.1038,116,2,0,6,18,E Highland Div 2,7,Highland,WestJ
62,25,BarberM,10,13,2,20,-15,67,52,1.2885,34,0.3778,1.23028451993838,0.3768,82,63,1.3016,32,0.6404,2,0.7546,--,1.0172,--,1.0182,0,0,2,7,26,R Skyline,24,Skyline,HinmanT
62,25,Barclay,10,10,5,25,9,73,52,1.4038,38,0.4419,1.35410487038486,0.3467,64,49,1.3061,34,0.6092,4,0.7886,--,0.9559,--,1.0511,103,1,0,8,18,E Frontier Div 1,15,Frontier,Curtis
62,25,BarelaE,11,7,7,27,-7,169,116,1.4569,26,0.4194,1.4388884598884,0.8406,176,122,1.4426,26,0.6061,0,1.26,--,1.4467,--,1.0255,99,0,2,16,8,A Frontier,10,Frontier,RyderM
62,25,BargerG,14,9,2,30,19,175,118,1.4831,34,0.4722,0.872696969170857,0.7867,156,111,1.4054,23,0.6567,11,1.2589,--,1.4434,--,1.1289,104,1,0,18,10,A Highland,8,Highland,KaleV
62,25,BarkerA,5,17,3,7,-60,16,16,1.0000,8,0.2500,1.05375518978556,0.1404,76,51,1.4902,40,0.5062,-32,0.3904,--,0.6466,--,0.7562,94,1,6,1,5,E Metro Div 2,32,Metro,SchwartzJL
62,25,BarkerC,16,5,4,36,22,189,128,1.4766,23,0.4423,0.863481325796916,0.8533,167,119,1.4034,24,0.6620,-1,1.2956,--,1.5153,--,1.1043,98,0,0,22,9,A Frontier,2,Frontier,BarkerC
62,25,BarkerN,10,12,3,23,-7,96,78,1.2308,29,0.2900,1.21061967603372,0.5200,103,80,1.2875,35,0.6635,-6,0.81,--,1.1835,--,0.9535,101,0,0,6,16,C Central,14,Central,LevyB
62,25,BarlowG,12,11,2,25,7,98,69,1.4203,42,0.4421,1.30476051442401,0.4792,91,61,1.4918,40,0.5062,2,0.9213,--,0.9854,--,0.9483,0,0,1,11,17,R Frontier Div 2,14,Frontier,KrizelJ
62,25,BarnesMRaff,13,9,3,29,-1,87,72,1.2083,28,0.2857,1.27499019604074,0.4800,88,71,1.2394,29,0.6947,-1,0.7657,--,1.1747,--,0.9804,100,1,0,5,19,D Pacific Div 2,7,Pacific,PenroseB
62,25,BarnumPT,13,6,6,32,14,184,130,1.4154,13,0.2708,0.894427190999916,0.8667,170,119,1.4286,23,0.6349,-10,1.1375,--,1.5016,--,0.9057,102,0,0,17,2,A Frontier,4,Frontier,WongC
62,25,BarotS,12,9,4,28,33,120,88,1.3636,35,0.3723,1.29984614474175,0.5867,87,68,1.2794,28,0.6744,7,0.959,--,1.2611,--,1.0467,0,0,0,10,3,R Highland,13,Highland,CrosslandC
62,25,BarrieauE,10,11,4,24,-19,100,76,1.3158,39,0.3679,1.0762899237659,0.5067,119,90,1.3222,25,0.6951,14,0.8746,--,1.2018,--,1.063,97,1,0,10,18,C Metro,18,Metro,SchwartzJL
62,25,BarrM,12,10,3,21,-22,105,77,1.3636,23,0.3433,1.97828208302052,0.6754,127,90,1.4111,38,0.5870,-15,1.0187,--,1.2624,--,0.9303,100,1,6,10,10,B Central,18,Central,WhitlockS
62,25,BartholomewC,11,9,5,27,3,68,50,1.3600,33,0.4125,1.4422205101856,0.3333,65,55,1.1818,29,0.6882,4,0.7458,--,1.0215,--,1.1007,108,1,0,5,19,E Central Div 2,11,Central,WhitlockS
62,25,BartnerK,13,8,4,30,30,184,125,1.4720,27,0.4426,0.8,0.8333,154,109,1.4128,24,0.6418,3,1.2759,--,1.4751,--,1.0844,101,1,0,21,7,A Skyline,8,Skyline,McCarthyE
62,25,BascomG,10,9,6,26,-1,59,44,1.3409,36,0.4186,1.06883113727099,0.2933,60,44,1.3636,34,0.5750,2,0.7119,--,0.8683,--,0.9936,117,1,0,4,20,E Central Div 2,13,Central,LevyB
62,25,BasinK,11,11,3,24,-2,150,103,1.4563,35,0.4430,1.39484766193302,0.7153,152,109,1.3945,24,0.6620,11,1.1583,--,1.3773,--,1.105,100,1,1,13,9,A Pacific,10,Pacific,GruenspechtJ
62,25,BassB,11,12,2,24,4,150,111,1.3514,26,0.3059,0.803990049689671,0.7400,146,107,1.3645,29,0.6667,-3,1.0459,--,1.4067,--,0.9726,114,0,0,12,7,B Coastal,12,Coastal,RipsteinE
62,25,BastianS,14,9,2,30,16,123,87,1.4138,42,0.4242,1.13560556532627,0.5800,107,84,1.2738,26,0.7111,16,1.0042,--,1.2911,--,1.1353,104,2,0,10,17,C Frontier Div 1,4,Frontier,BurgerM
62,25,BatemanA,17,3,5,39,38,95,68,1.3971,42,0.4286,1.21720992437623,0.4533,57,53,1.0755,23,0.7473,19,0.8819,--,1.2006,--,1.1759,109,2,0,9,17,E Coastal Div 1,2,Coastal,BryantK
62,25,BatesC,14,8,3,30,5,94,68,1.3824,45,0.4245,1.00079968025574,0.4722,89,68,1.3088,35,0.6354,10,0.8967,--,1.1076,--,1.0599,102,1,1,9,16,D Coastal Div 1,10,Coastal,BryantK
62,25,BattagliaFrank,12,9,4,26,15,88,62,1.4194,41,0.4457,1.33026313186527,0.4493,73,55,1.3273,37,0.6022,4,0.895,--,1.0515,--,1.0479,0,2,2,8,10,R Corridor Div 2,7,Corridor,ZuckermanD
62,25,BatteyC,10,10,5,24,0,89,72,1.2361,26,0.2889,1.55743378671454,0.5000,89,76,1.1711,22,0.7660,4,0.7889,--,1.266,--,1.0549,105,1,1,8,14,D Coastal Div 1,14,Coastal,O'ConnorT
62,25,BaudeJ,6,13,6,18,-16,75,61,1.2295,30,0.3226,1.35882302011704,0.4067,91,66,1.3788,44,0.5769,-14,0.7293,--,0.9836,--,0.8995,97,0,0,5,19,D Skyline Div 1,19,Skyline,OttenbergE
62,25,BaumanK,11,14,0,22,3,89,68,1.3088,33,0.3587,1.42884568795934,0.4533,86,66,1.3030,30,0.6512,3,0.812,--,1.1045,--,1.0099,115,0,0,7,17,E Coastal Div 2,20,Coastal,PliskaG
62,25,BawdonG,14,4,7,35,41,196,132,1.4848,23,0.4600,0.601331855134916,0.8800,155,116,1.3362,10,0.8276,13,1.34,--,1.7076,--,1.2876,104,1,0,20,7,A Pacific,1,Pacific,PenroseB
62,25,BaysC,13,11,1,23,6,71,59,1.2034,25,0.2941,1.46642422238587,0.4683,65,51,1.2745,29,0.6420,-4,0.7624,--,1.1103,--,0.9361,95,1,4,6,23,E Pacific Div 1,16,Pacific,FelberA
62,25,BeanA,17,6,2,36,38,89,63,1.4127,44,0.4444,1.20399335546339,0.4200,51,46,1.1087,22,0.7250,22,0.8644,--,1.145,--,1.1694,99,0,0,9,17,E Frontier Div 2,5,Frontier,BarkerC
62,25,BeanT,14,9,2,30,1,87,66,1.3182,39,0.3824,1.12712022428843,0.4400,86,70,1.2286,29,0.6979,10,0.8224,--,1.1379,--,1.0803,99,1,0,8,21,D Frontier Div 1,8,Frontier,AlexisC
62,25,BeardMr,16,6,3,33,29,88,61,1.4426,40,0.4598,1.41647449677006,0.4420,59,47,1.2553,25,0.6575,15,0.9018,--,1.0995,--,1.1173,0,1,2,10,17,R Corridor Div 2,4,Corridor,RafalA
62,25,BeaudetP,11,8,6,28,12,99,71,1.3944,45,0.4286,1.08369737473153,0.4733,87,67,1.2985,32,0.6484,13,0.9019,--,1.1217,--,1.077,0,1,0,10,18,R Coastal,15,Coastal,CahillE
62,25,BeckerB,14,8,3,31,6,85,64,1.3281,38,0.3878,1.20266371026983,0.4267,79,65,1.2154,32,0.6832,6,0.8145,--,1.1099,--,1.071,100,0,0,9,25,D Skyline Div 1,6,Skyline,HinmanT
62,25,BeckerJ,14,9,2,29,23,113,87,1.2989,31,0.3196,1.23676998669922,0.6042,90,70,1.2857,38,0.6415,-7,0.9238,--,1.2457,--,0.9611,96,0,1,12,10,D Metro Div 2,5,Metro,ArizpeAC
62,25,BeckJ,2,21,2,6,-55,102,84,1.2143,28,0.2692,1.09105453575887,0.5600,157,113,1.3894,26,0.6623,2,0.8292,--,1.2223,--,0.9315,95,0,0,8,18,A Metro,26,Metro,McClaryT
